element,web_name,first_name,second_name,team_id,element_type,status,chance_of_playing_this_round,chance_of_playing_next_round,news,news_added,now_cost,selected_by_percent,form,minutes,starts,transfers_in_event,transfers_out_event,ep_this,ep_next,team,snapshot_time,snapshot_date,next_gw,current_gw,next_deadline,hours_to_deadline
361,Lucky,Wellity,Lucky,14,2,a,NA,NA,,NA,40,0.1,0.0,0,0,0,0,NA,1.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
362,Jacquet,Jeremy,Jacquet,14,2,a,NA,100,,2026-07-23T12:01:23.581126Z,50,2.1,0.0,0,0,0,0,NA,2.2,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
363,Leoni,Giovanni,Leoni,14,2,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.596909Z,40,0.1,0.0,0,0,0,0,NA,0.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
364,Tsimikas,Kostas,Tsimikas,14,2,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,2.2,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
365,Ramsay,Calvin,Ramsay,14,2,a,NA,NA,,NA,40,0.2,0.0,0,0,0,0,NA,1.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
366,Wirtz,Florian,Wirtz,14,3,a,NA,NA,,NA,75,11.7,0.0,2374,27,0,0,NA,2.6,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
367,Gakpo,Cody,Gakpo,14,3,a,NA,NA,,NA,70,3.5,0.0,2736,32,0,0,NA,2.5,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
368,Szoboszlai,Dominik,Szoboszlai,14,3,a,NA,NA,,NA,70,47.7,0.0,3232,36,0,0,NA,2.5,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
369,Ngumoha,Rio,Ngumoha,14,3,a,NA,NA,,NA,60,1.7,0.0,547,5,0,0,NA,2.1,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
370,Chiesa,Federico,Chiesa,14,3,a,NA,NA,,NA,55,0.2,0.0,317,1,0,0,NA,2.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
371,Gravenberch,Ryan,Gravenberch,14,3,a,NA,NA,,NA,60,1.9,0.0,2991,34,0,0,NA,2.1,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
372,Mac Allister,Alexis,Mac Allister,14,3,a,NA,NA,,NA,55,1.9,0.0,2654,31,0,0,NA,2.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
373,C.Jones,Curtis,Jones,14,3,a,NA,NA,,NA,55,0.1,0.0,1923,18,0,0,NA,2.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
374,Endo,Endo,Wataru,14,3,d,NA,75,Ankle injury - 75% chance of playing,2026-07-23T12:01:23.612529Z,50,0.0,0.0,170,1,0,0,NA,1.1,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
375,Nyoni,Trey,Nyoni,14,3,a,NA,NA,,NA,50,0.1,0.0,21,0,0,0,NA,1.5,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
376,Bajcetic,Stefan,Bajčetić Maquieira,14,3,i,NA,0,Hamstring injury - Expected back 23 Aug,2026-07-23T12:01:23.628373Z,50,0.0,0.0,0,0,0,0,NA,0.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
377,Munoz,Victor,Munoz,14,3,a,NA,NA,,NA,65,0.8,0.0,0,0,0,0,NA,2.3,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
378,McConnell,James,McConnell,14,3,a,NA,NA,,NA,45,0.2,0.0,0,0,0,0,NA,1.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
379,Isak,Alexander,Isak,14,4,a,NA,NA,,NA,90,11.4,0.0,694,8,0,0,NA,2.7,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
380,Ekitiké,Hugo,Ekitiké,14,4,i,NA,0,Achilles injury - Unknown return date,2026-07-23T12:01:23.643771Z,75,0.2,0.0,1797,21,0,0,NA,0.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
381,Koumas,Lewis,Koumas,14,3,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,1.5,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
382,Danns,Jayden,Danns,14,4,i,NA,0,Unspecified injury - Unknown return date,2026-07-23T12:01:23.659279Z,45,0.1,0.0,0,0,0,0,NA,0.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
383,Elliott,Harvey,Elliott,14,3,a,NA,NA,,NA,55,0.1,0.0,110,1,0,0,NA,2.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
238,Grealish,Jack,Grealish,15,3,d,NA,75,Foot injury - 75% chance of playing,2026-07-29T10:00:10.492904Z,65,0.2,0.0,1627,18,0,0,NA,1.7,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
384,Donnarumma,Gianluigi,Donnarumma,15,1,a,NA,NA,,NA,55,11.1,0.0,3060,34,0,0,NA,3.3,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
385,Trafford,James,Trafford,15,1,a,NA,NA,,NA,50,1.4,0.0,360,4,0,0,NA,2.6,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
386,Bettinelli,Marcus,Bettinelli,15,1,a,NA,NA,,NA,45,0.0,0.0,0,0,0,0,NA,1.9,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
387,O'Reilly,Nico,O'Reilly,15,2,a,NA,NA,,NA,65,22.9,0.0,2643,29,0,0,NA,3.1,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
388,Guéhi,Marc,Guéhi,15,2,a,NA,NA,,NA,60,24.0,0.0,3150,35,0,0,NA,2.8,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
389,Matheus N.,Matheus,Nunes,15,2,a,NA,NA,,NA,60,5.0,0.0,2861,32,0,0,NA,2.8,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
390,Rúben,Rúben,dos Santos Gato Alves Dias,15,2,a,NA,NA,,NA,55,1.4,0.0,2139,24,0,0,NA,2.5,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
391,Gvardiol,Joško,Gvardiol,15,2,a,NA,NA,,NA,55,10.5,0.0,1370,16,0,0,NA,2.5,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
392,Aït-Nouri,Rayan,Aït-Nouri,15,2,a,NA,NA,,NA,55,0.9,0.0,971,12,0,0,NA,2.5,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
393,Khusanov,Abdukodir,Khusanov,15,2,a,NA,NA,,NA,55,2.0,0.0,1427,15,0,0,NA,2.5,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
394,Alleyne,Max,Alleyne,15,2,a,NA,NA,,NA,50,0.0,0.0,135,2,0,0,NA,2.2,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
395,Lewis,Rico,Lewis,15,2,a,NA,NA,,NA,45,0.2,0.0,401,4,0,0,NA,1.7,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
396,Vitor Reis,Vitor,de Oliveira Nunes dos Reis,15,2,a,NA,NA,,NA,45,0.0,0.0,0,0,0,0,NA,1.7,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
397,Semenyo,Antoine,Semenyo,15,3,a,NA,NA,,NA,85,22.0,0.0,3200,37,0,0,NA,2.9,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
398,Foden,Phil,Foden,15,3,a,NA,NA,,NA,70,7.5,0.0,2078,23,0,0,NA,2.5,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
399,Cherki,Rayan,Cherki,15,3,a,NA,NA,,NA,75,9.4,0.0,1772,19,0,0,NA,2.6,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
400,Doku,Jérémy,Doku,15,3,a,NA,NA,,NA,75,6.4,0.0,1773,19,0,0,NA,2.6,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
401,Marmoush,Omar,Marmoush,15,4,a,NA,NA,,NA,70,0.7,0.0,691,8,0,0,NA,2.2,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
402,Rodrigo,Rodrigo 'Rodri',Hernandez Cascante,15,3,i,NA,0,Back injury - Unknown return date,2026-07-23T12:01:23.675537Z,65,0.1,0.0,1510,17,0,0,NA,0.0,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
403,Savinho,Sávio,Moreira de Oliveira,15,3,a,NA,NA,,NA,65,0.1,0.0,817,7,0,0,NA,2.3,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
404,Reijnders,Tijjani,Reijnders,15,3,a,NA,NA,,NA,60,0.4,0.0,1623,19,0,0,NA,2.1,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
405,N.Gonzalez,Nico,González Iglesias,15,3,a,NA,NA,,NA,55,0.1,0.0,1561,17,0,0,NA,2.0,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
406,Kovačić,Mateo,Kovačić,15,3,a,NA,NA,,NA,55,0.0,0.0,125,1,0,0,NA,2.0,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
407,Echeverri,Claudio,Echeverri,15,3,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,1.5,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
408,Phillips,Kalvin,Phillips,15,3,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,1.5,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
409,Mukasa,Divine,Mukasa,15,3,a,NA,NA,,NA,45,0.1,0.0,25,0,0,0,NA,1.0,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
410,Monga,Jeremy,Monga,15,3,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,1.5,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
411,Haaland,Erling,Haaland,15,4,a,NA,NA,,NA,155,75.0,0.0,2953,34,0,0,NA,4.0,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
481,Anderson,Elliot,Anderson,15,3,a,NA,NA,,NA,65,11.9,0.0,3332,37,0,0,NA,2.3,MCI,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
43,Tielemans,Youri,Tielemans,16,3,d,NA,75,Hamstring injury - 75% chance of playing,2026-07-23T12:01:23.321726Z,60,0.9,0.0,1857,21,0,0,NA,1.6,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
162,Andrey Santos,Andrey,Nascimento dos Santos,16,3,a,NA,NA,,NA,50,1.5,0.0,1247,13,0,0,NA,1.5,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
325,Darlow,Karl,Darlow,16,1,d,NA,75,Unspecified injury - 75% chance of playing,2026-07-23T12:01:23.549136Z,45,0.1,0.0,1980,22,0,0,NA,1.5,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
412,Lammens,Senne,Lammens,16,1,a,NA,NA,,NA,50,20.1,0.0,2880,32,0,0,NA,2.6,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
413,Bayindir,Altay,Bayındır,16,1,a,NA,NA,,NA,45,0.2,0.0,540,6,0,0,NA,1.9,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
414,Heaton,Tom,Heaton,16,1,a,NA,NA,,NA,40,0.3,0.0,0,0,0,0,NA,1.0,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
415,Dorgu,Patrick,Dorgu,16,3,a,NA,NA,,NA,60,1.9,0.0,1440,15,0,0,NA,2.1,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
416,De Ligt,Matthijs,de Ligt,16,2,i,NA,0,Back injury - Unknown return date,2026-07-23T12:01:23.690880Z,50,0.0,0.0,1170,13,0,0,NA,0.0,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
417,Dalot,Diogo,Dalot Teixeira,16,2,a,NA,NA,,NA,50,3.1,0.0,2609,29,0,0,NA,2.2,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
418,Maguire,Harry,Maguire,16,2,a,NA,NA,,NA,50,7.8,0.0,1649,19,0,0,NA,2.2,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
419,Martinez,Lisandro,Martínez,16,2,d,NA,75,Thigh injury - 75% chance of playing,2026-07-24T20:00:10.337107Z,50,0.7,0.0,1229,13,0,0,NA,1.6,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
420,Yoro,Leny,Yoro,16,2,a,NA,NA,,NA,50,0.6,0.0,1730,18,0,0,NA,2.2,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
421,Heaven,Ayden,Heaven,16,2,a,NA,NA,,NA,45,0.4,0.0,920,11,0,0,NA,1.7,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
422,Mazraoui,Noussair,Mazraoui,16,2,a,NA,NA,,NA,45,0.8,0.0,977,11,0,0,NA,1.7,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
423,Shaw,Luke,Shaw,16,2,a,NA,NA,,NA,45,24.5,0.0,3220,38,0,0,NA,1.7,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
424,Amass,Harry,Amass,16,2,a,NA,NA,,NA,40,0.2,0.0,0,0,0,0,NA,1.0,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
425,Fredricson,Tyler,Fredricson,16,2,a,NA,NA,,NA,40,0.1,0.0,2,0,0,0,NA,1.0,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
426,B.Fernandes,Bruno,Borges Fernandes,16,3,a,NA,NA,,NA,120,48.6,0.0,3065,35,0,0,NA,4.0,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
427,Mbeumo,Bryan,Mbeumo,16,3,a,NA,NA,,NA,80,16.5,0.0,2611,31,0,0,NA,2.8,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
428,Cunha,Matheus,Santos Carneiro da Cunha,16,3,a,NA,NA,,NA,80,14.5,0.0,2493,29,0,0,NA,2.8,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
429,Rashford,Marcus,Rashford,16,3,a,NA,NA,,NA,70,1.5,0.0,0,0,0,0,NA,2.5,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
430,Mount,Mason,Mount,16,3,a,NA,NA,,NA,55,0.1,0.0,1010,12,0,0,NA,2.0,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
431,Amad,Amad,Diallo,16,3,a,NA,NA,,NA,60,1.5,0.0,2339,27,0,0,NA,2.1,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
432,Mainoo,Kobbie,Mainoo,16,3,a,NA,NA,,NA,55,1.3,0.0,1653,16,0,0,NA,2.0,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
433,Ugarte,Manuel,Ugarte Ribeiro,16,3,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.706702Z,50,0.0,0.0,876,8,0,0,NA,0.0,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
434,J.Fletcher,Jack,Fletcher,16,3,a,NA,NA,,NA,50,0.0,0.0,107,0,0,0,NA,1.5,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
435,Lacey,Shea,Lacey,16,3,a,NA,NA,,NA,50,0.1,0.0,40,0,0,0,NA,1.5,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
436,Collyer,Toby,Collyer,16,3,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,1.5,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
437,Bendito Mantato,Bendito,Mantato,16,3,a,NA,NA,,NA,45,0.2,0.0,15,0,0,0,NA,1.0,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
438,Fletcher,Tyler,Fletcher,16,3,a,NA,NA,,NA,45,0.3,0.0,17,0,0,0,NA,1.0,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
439,Šeško,Benjamin,Sesko,16,4,d,NA,75,Shin injury - 75% chance of playing,2026-07-23T12:01:23.722029Z,70,2.9,0.0,1630,17,0,0,NA,1.7,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
440,Zirkzee,Joshua,Zirkzee,16,4,a,NA,NA,,NA,55,0.7,0.0,607,5,0,0,NA,1.8,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
441,Obi,Chido,Obi,16,4,a,NA,NA,,NA,45,1.2,0.0,0,0,0,0,NA,1.0,MUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
442,Pope,Nick,Pope,17,1,a,NA,NA,,NA,50,1.1,0.0,2416,27,0,0,NA,2.6,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
443,Gillespie,Mark,Gillespie,17,1,a,NA,NA,,NA,45,0.1,0.0,0,0,0,0,NA,1.9,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
444,Jaouen,Ewen,Jaouen,17,1,a,NA,NA,,NA,45,0.1,0.0,0,0,0,0,NA,1.9,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
445,Thiaw,Malick,Thiaw,17,2,a,NA,NA,,NA,50,2.1,0.0,2963,33,0,0,NA,2.2,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
446,Schär,Fabian,Schär,17,2,a,NA,100,,2026-07-23T12:01:23.737715Z,50,0.2,0.0,1089,11,0,0,NA,2.2,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
447,Botman,Sven,Botman,17,2,a,NA,NA,,NA,50,0.4,0.0,1834,21,0,0,NA,2.2,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
448,Burn,Dan,Burn,17,2,a,NA,NA,,NA,50,2.7,0.0,2195,25,0,0,NA,2.2,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
449,Hall,Lewis,Hall,17,2,a,NA,NA,,NA,50,4.2,0.0,2176,24,0,0,NA,2.2,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
450,Livramento,Tino,Livramento,17,2,d,NA,75,Calf injury - 75% chance of playing,2026-07-23T12:01:23.753221Z,50,0.1,0.0,1326,14,0,0,NA,1.6,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
451,A.Murphy,Alex,Murphy,17,2,a,NA,NA,,NA,40,0.8,0.0,7,0,0,0,NA,1.0,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
452,Bruno G.,Bruno,Guimarães Rodriguez Moura,17,3,a,NA,NA,,NA,70,8.3,0.0,2456,27,0,0,NA,2.5,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
453,Barnes,Harvey,Barnes,17,3,a,NA,NA,,NA,60,1.2,0.0,1951,19,0,0,NA,2.1,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
454,Elanga,Anthony,Elanga,17,3,a,NA,NA,,NA,60,0.7,0.0,1302,14,0,0,NA,2.1,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
456,J.Ramsey,Jacob,Ramsey,17,3,a,NA,NA,,NA,50,0.5,0.0,1441,15,0,0,NA,1.5,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
457,J.Murphy,Jacob,Murphy,17,3,a,NA,NA,,NA,60,0.2,0.0,1606,19,0,0,NA,2.1,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
458,Joelinton,Joelinton Cássio,Apolinário de Lira,17,3,d,NA,75,Thigh injury - 75% chance of playing,2026-07-23T12:01:23.769696Z,55,0.0,0.0,1950,23,0,0,NA,1.5,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
459,L.Miley,Lewis,Miley,17,3,i,NA,0,Leg injury - Expected back 30 Aug,2026-07-23T12:01:23.785456Z,55,0.0,0.0,1493,15,0,0,NA,0.0,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
460,Willock,Joe,Willock,17,3,a,NA,NA,,NA,50,0.1,0.0,972,10,0,0,NA,1.5,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
461,Touré,Bazoumana,Touré,17,3,a,NA,NA,,NA,60,0.2,0.0,0,0,0,0,NA,2.1,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
462,Steur,Sean,Steur,17,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
463,Woltemade,Nick,Woltemade,17,4,a,NA,NA,,NA,60,1.7,0.0,1896,24,0,0,NA,2.0,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
464,Wissa,Yoane,Wissa,17,4,a,NA,NA,,NA,60,1.4,0.0,517,4,0,0,NA,2.0,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
465,Osula,William,Osula,17,4,a,NA,NA,,NA,60,1.8,0.0,805,8,0,0,NA,2.0,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
466,Neave,Sean,Neave,17,4,a,NA,NA,,NA,45,0.7,0.0,13,0,0,0,NA,1.0,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
559,Bamba,Aladji,Bamba,17,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
567,Horníček,Lukás,Hornícek,17,1,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,2.6,NEW,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
467,Sels,Matz,Sels,18,1,a,NA,NA,,NA,50,1.4,0.0,2667,30,0,0,NA,2.6,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
468,John,John Victor,Maciel Furtado,18,1,a,NA,NA,,NA,45,0.1,0.0,437,5,0,0,NA,1.9,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
469,N.Williams,Neco,Williams,18,2,a,NA,NA,,NA,50,13.2,0.0,3203,36,0,0,NA,2.2,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
470,Morato,Felipe,Rodrigues da Silva,18,2,a,NA,NA,,NA,50,0.1,0.0,1340,14,0,0,NA,2.2,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
471,Milenković,Nikola,Milenković,18,2,a,NA,NA,,NA,55,2.2,0.0,3375,37,0,0,NA,2.5,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
472,Murillo,Murillo,Costa dos Santos,18,2,d,NA,75,Muscle injury - 75% chance of playing,2026-07-23T12:01:23.801183Z,55,0.2,0.0,2130,25,0,0,NA,1.9,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
473,Aina,Ola,Aina,18,2,a,NA,NA,,NA,45,4.8,0.0,1587,18,0,0,NA,1.7,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
474,Jair Cunha,Jair,Paula da Cunha Filho,18,2,a,NA,NA,,NA,45,0.5,0.0,514,6,0,0,NA,1.7,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
475,Savona,Nicolò,Savona,18,2,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.816304Z,45,0.0,0.0,1025,11,0,0,NA,0.0,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
